PRECCODE,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRESLAR,G20PRESKEN,G20PREOWRI,Winner,Winner Votes
14444595,476,213,16,5,3,1,7,G20PREDBID,305468
14454585,33,18,1,0,0,0,1,G20PREDBID,305468
14454588,373,231,15,5,1,0,1,G20PREDBID,305468
14451508,222,137,8,2,3,0,1,G20PREDBID,305468
14451536,428,334,24,7,3,1,7,G20PREDBID,305468
14444361,496,251,13,0,1,0,6,G20PREDBID,305468
14444547,220,206,13,2,0,0,5,G20PREDBID,305468
14444348,339,161,11,3,0,0,6,G20PREDBID,305468
14444357,284,131,11,2,0,0,4,G20PREDBID,305468
14451349,426,382,25,3,0,0,11,G20PREDBID,305468
14451418,297,233,11,2,0,0,4,G20PREDBID,305468
14441667,488,203,9,3,0,0,2,G20PREDBID,305468
14441668,245,147,7,0,0,0,2,G20PREDBID,305468
14444278,471,206,16,1,0,1,4,G20PREDBID,305468
14444293,291,150,10,1,0,0,6,G20PREDBID,305468
14451436,260,196,15,3,0,0,5,G20PREDBID,305468
14451437,340,252,26,3,1,2,3,G20PREDBID,305468
14441505,461,217,15,2,0,0,5,G20PREDBID,305468
14441629,15,13,0,0,0,0,0,G20PREDBID,305468
14451720,324,281,18,6,1,0,8,G20PREDBID,305468
14451721,365,296,18,3,0,2,5,G20PREDBID,305468
14451134,398,334,19,6,1,1,4,G20PREDBID,305468
14451135,322,287,17,2,1,0,7,G20PREDBID,305468
14451038,347,184,10,1,0,1,10,G20PREDBID,305468
14451056,497,315,21,6,0,0,5,G20PREDBID,305468
14451675,531,299,15,1,1,0,12,G20PREDBID,305468
14451709,240,225,18,2,0,0,0,G20PREDBID,305468
14444575,313,222,16,1,0,0,8,G20PREDBID,305468
14444576,328,145,13,4,0,2,5,G20PREDBID,305468
14444658,170,118,5,1,0,0,11,G20PREDBID,305468
14444659,434,233,11,0,0,0,9,G20PREDBID,305468
14451716,310,230,8,4,1,1,2,G20PREDBID,305468
14451717,461,337,21,5,0,1,1,G20PREDBID,305468
14444308,408,242,16,3,0,0,5,G20PREDBID,305468
14444317,293,173,5,1,0,1,7,G20PREDBID,305468
14454046,200,191,9,3,0,1,1,G20PREDBID,305468
14454052,346,256,15,2,0,2,6,G20PREDBID,305468
21014296,154,276,11,0,0,0,0,G20PREDBID,305468
14454012,527,317,17,4,0,0,8,G20PREDBID,305468
14454017,167,205,15,1,0,1,4,G20PREDBID,305468
14451144,400,279,21,2,1,0,2,G20PREDBID,305468
14451145,362,368,12,1,1,0,11,G20PREDBID,305468
14451438,171,163,8,0,0,0,2,G20PREDBID,305468
14451503,259,234,15,1,0,0,3,G20PREDBID,305468
14454018,17,20,0,0,0,0,0,G20PREDBID,305468
14454024,205,247,8,3,1,0,1,G20PREDBID,305468
14444693,518,147,13,1,1,0,3,G20PREDBID,305468
14451014,439,363,26,1,0,0,7,G20PREDBID,305468
14444298,299,215,18,3,0,0,2,G20PREDBID,305468
14444305,392,209,10,1,0,0,2,G20PREDBID,305468
14454706,422,267,14,2,1,1,3,G20PREDBID,305468
14454782,150,86,4,0,0,0,1,G20PREDBID,305468
14454634,383,363,27,3,2,0,5,G20PREDBID,305468
14454648,167,159,1,2,0,0,1,G20PREDBID,305468
14441702,184,122,5,1,0,0,4,G20PREDBID,305468
14441703,458,186,14,1,0,1,7,G20PREDBID,305468
14441771,465,248,10,4,3,0,5,G20PREDBID,305468
14444006,518,192,21,1,1,0,4,G20PREDBID,305468
3642,363,136,21,2,2,0,6,G20PREDBID,305468
3641,198,131,10,0,0,0,5,G20PREDBID,305468
3640,295,91,5,6,0,0,2,G20PREDBID,305468
3620,91,46,1,0,0,0,0,G20PREDBID,305468
3727,423,132,6,3,0,0,4,G20PREDBID,305468
3569,489,221,13,2,2,0,3,G20PREDBID,305468
3562,333,152,1,2,0,0,1,G20PREDBID,305468
3548,218,54,4,1,0,0,1,G20PREDBID,305468
3724,270,119,10,1,0,1,0,G20PREDBID,305468
3723,287,131,8,1,1,1,1,G20PREDBID,305468
3737,518,109,5,4,0,0,7,G20PREDBID,305468
3725,287,86,7,5,0,0,2,G20PREDBID,305468
3722,61,13,3,2,0,0,0,G20PREDBID,305468
3726,294,137,14,4,1,1,2,G20PREDBID,305468
3739,238,47,4,3,1,0,3,G20PREDBID,305468
3623,417,102,7,1,0,0,3,G20PREDBID,305468
3741,359,110,10,1,2,0,2,G20PREDBID,305468
3738,574,125,22,7,1,1,4,G20PREDBID,305468
3742,276,143,8,0,0,0,3,G20PREDBID,305468
3646,244,73,5,0,0,0,5,G20PREDBID,305468
3645,0,0,0,0,0,0,0,G20PREDBID,305468
3631,10,3,0,0,0,0,0,G20PREDBID,305468
3735,185,148,6,3,2,0,1,G20PREDBID,305468
3664,379,68,6,2,3,0,2,G20PREDBID,305468
3481,282,139,9,3,0,0,5,G20PREDBID,305468
3450,176,53,3,1,0,0,0,G20PREDBID,305468
3638,384,119,10,3,1,0,3,G20PREDBID,305468
3661,398,157,9,1,0,0,0,G20PREDBID,305468
3545,303,117,14,0,0,0,2,G20PREDBID,305468
3547,415,108,8,4,0,0,4,G20PREDBID,305468
3668,332,87,20,1,0,1,4,G20PREDBID,305468
3678,249,105,6,2,0,0,3,G20PREDBID,305468
3561,425,193,5,1,0,0,0,G20PREDBID,305468
3565,0,0,0,0,0,0,0,G20PREDBID,305468
3592,331,85,9,4,0,0,5,G20PREDBID,305468
3334,435,245,8,4,0,0,3,G20PREDBID,305468
3594,209,107,10,0,0,0,2,G20PREDBID,305468
3612,148,52,6,1,0,0,1,G20PREDBID,305468
3451,180,96,5,0,0,0,3,G20PREDBID,305468
3584,548,125,4,0,0,0,3,G20PREDBID,305468
3475,274,109,6,1,0,0,1,G20PREDBID,305468
3480,439,197,18,3,1,1,11,G20PREDBID,305468
3439,373,92,5,1,0,0,1,G20PREDBID,305468
3454,153,84,2,1,1,0,5,G20PREDBID,305468
3281,497,112,7,4,1,1,3,G20PREDBID,305468
3290,371,219,20,1,0,1,7,G20PREDBID,305468
3280,367,220,9,3,1,0,5,G20PREDBID,305468
3505,599,169,6,1,0,0,5,G20PREDBID,305468
3502,310,188,13,3,0,1,7,G20PREDBID,305468
3271,311,88,7,3,0,0,2,G20PREDBID,305468
3282,545,181,13,3,1,0,5,G20PREDBID,305468
3270,522,162,12,0,1,0,6,G20PREDBID,305468
3283,593,170,24,5,0,0,5,G20PREDBID,305468
3249,0,0,0,0,0,0,0,G20PREDBID,305468
3507,576,234,10,6,0,0,14,G20PREDBID,305468
3522,465,277,1,0,0,0,5,G20PREDBID,305468
3479,618,120,11,6,0,0,5,G20PREDBID,305468
3337,261,141,2,0,0,0,6,G20PREDBID,305468
3333,261,185,26,0,0,0,7,G20PREDBID,305468
3530,525,169,13,1,1,0,9,G20PREDBID,305468
3355,0,0,0,0,0,0,0,G20PREDBID,305468
3199,278,90,4,2,0,0,2,G20PREDBID,305468
3388,491,178,12,2,0,0,2,G20PREDBID,305468
3198,359,99,13,3,1,0,5,G20PREDBID,305468
3389,566,175,10,2,0,1,6,G20PREDBID,305468
3200,325,111,7,0,0,1,1,G20PREDBID,305468
3196,370,102,8,1,0,0,6,G20PREDBID,305468
3201,324,185,21,4,1,0,3,G20PREDBID,305468
3398,495,169,21,3,1,0,7,G20PREDBID,305468
3397,214,76,8,0,1,0,1,G20PREDBID,305468
3422,402,134,6,2,0,0,1,G20PREDBID,305468
3420,253,104,7,2,0,0,1,G20PREDBID,305468
3387,272,128,4,0,0,0,0,G20PREDBID,305468
3400,324,182,17,0,0,1,5,G20PREDBID,305468
3386,538,228,17,4,0,0,9,G20PREDBID,305468
3401,491,197,10,4,0,0,9,G20PREDBID,305468
3415,392,96,12,3,2,0,2,G20PREDBID,305468
3407,492,301,28,2,2,0,7,G20PREDBID,305468
3418,136,84,4,0,0,0,0,G20PREDBID,305468
3391,530,133,12,5,1,0,5,G20PREDBID,305468
3284,600,218,9,4,1,0,1,G20PREDBID,305468
102,343,353,8,1,3,0,2,G20PREDBID,305468
115,263,544,9,0,0,0,1,G20PREDBID,305468
112,72,128,1,0,0,0,1,G20PREDBID,305468
119,341,312,5,3,0,2,4,G20PREDBID,305468
116,103,372,8,2,0,0,2,G20PREDBID,305468
114,191,298,9,3,0,0,3,G20PREDBID,305468
101,726,251,16,7,2,0,2,G20PREDBID,305468
132,377,321,14,1,1,0,5,G20PREDBID,305468
129,377,393,8,0,1,0,8,G20PREDBID,305468
133,637,141,9,1,2,0,0,G20PREDBID,305468
130,212,313,7,1,0,0,3,G20PREDBID,305468
131,446,452,25,6,0,1,4,G20PREDBID,305468
113,285,420,16,4,0,0,1,G20PREDBID,305468
118,246,567,13,5,0,0,7,G20PREDBID,305468
0,0,0,0,0,0,0,0,G20PREDBID,305468
146,323,645,14,2,1,0,7,G20PREDBID,305468
125,338,541,27,7,0,0,6,G20PREDBID,305468
149,215,379,6,3,0,0,1,G20PREDBID,305468
150,349,507,19,3,0,0,10,G20PREDBID,305468
147,333,416,13,4,0,0,5,G20PREDBID,305468
148,447,504,25,13,0,4,5,G20PREDBID,305468
153,367,428,16,8,1,1,2,G20PREDBID,305468
268,46,30,0,1,0,0,1,G20PREDBID,305468
136,720,329,16,5,2,3,8,G20PREDBID,305468
104,274,231,5,0,0,0,6,G20PREDBID,305468
110,424,537,17,10,1,0,5,G20PREDBID,305468
111,370,534,31,5,1,0,8,G20PREDBID,305468
107,607,522,14,4,0,1,0,G20PREDBID,305468
202,794,276,15,17,0,1,11,G20PREDBID,305468
117,111,440,5,0,0,0,1,G20PREDBID,305468
105,260,198,13,1,1,1,4,G20PREDBID,305468
106,390,433,11,1,0,0,4,G20PREDBID,305468
103,471,348,12,5,2,0,7,G20PREDBID,305468
108,593,508,28,5,0,0,9,G20PREDBID,305468
21,242,43,3,0,0,0,1,G20PREDBID,305468
24444285,508,257,18,4,0,0,1,G20PREDBID,305468
23914360,96,148,5,1,0,0,1,G20PREDBID,305468
23914023,192,275,10,5,0,1,1,G20PREDBID,305468
24424019,19,31,4,0,0,0,1,G20PREDBID,305468
24411678,506,406,29,3,1,0,11,G20PREDBID,305468
24454698,3,10,0,0,0,0,0,G20PREDBID,305468
23918902,0,0,0,0,0,0,0,G20PREDBID,305468
24454198,178,172,8,1,0,0,2,G20PREDBID,305468
24454341,356,207,18,3,0,0,4,G20PREDBID,305468
24454086,268,240,14,4,0,0,5,G20PREDBID,305468
23911499,320,432,17,6,1,0,6,G20PREDBID,305468
23911518,247,320,8,1,0,0,2,G20PREDBID,305468
23911050,234,240,17,5,1,1,2,G20PREDBID,305468
23911051,253,254,24,3,0,1,5,G20PREDBID,305468
23911130,360,415,18,1,1,0,4,G20PREDBID,305468
23911751,7,8,1,0,0,0,0,G20PREDBID,305468
23828903,0,0,0,0,0,0,0,G20PREDBID,305468
23911049,249,288,17,3,1,1,9,G20PREDBID,305468
23911498,258,380,17,2,1,0,7,G20PREDBID,305468
23911569,439,442,19,0,1,1,7,G20PREDBID,305468
23821244,72,87,4,1,0,0,3,G20PREDBID,305468
23821238,533,264,19,4,0,0,5,G20PREDBID,305468
13954272,251,251,13,6,0,0,7,G20PREDBID,305468
13958909,0,0,0,0,0,0,0,G20PREDBID,305468
13954754,138,143,11,1,1,0,2,G20PREDBID,305468
13954064,221,221,7,2,1,0,6,G20PREDBID,305468
13954750,83,103,5,1,1,0,0,G20PREDBID,305468
13954043,315,416,26,4,1,1,8,G20PREDBID,305468
13958916,0,0,0,0,0,0,0,G20PREDBID,305468
13954710,154,164,8,1,1,1,3,G20PREDBID,305468
13954010,376,440,18,2,0,0,3,G20PREDBID,305468
13951654,240,194,8,2,0,0,4,G20PREDBID,305468
13951586,398,315,20,1,3,1,5,G20PREDBID,305468
13954008,183,236,12,4,0,0,1,G20PREDBID,305468
13951567,273,310,21,2,1,2,3,G20PREDBID,305468
13954753,21,16,0,0,0,0,0,G20PREDBID,305468
13951713,265,280,29,4,0,0,3,G20PREDBID,305468
13951566,234,270,11,3,0,0,5,G20PREDBID,305468
13954534,182,158,12,0,0,0,3,G20PREDBID,305468
14441473,237,142,8,1,0,0,0,G20PREDBID,305468
14441376,405,195,11,1,0,2,2,G20PREDBID,305468
13954526,80,120,6,1,0,0,0,G20PREDBID,305468
14441354,440,221,14,1,1,0,11,G20PREDBID,305468
13954487,455,466,28,3,1,0,9,G20PREDBID,305468
14441495,248,196,10,1,1,0,5,G20PREDBID,305468
14441353,378,216,6,0,0,0,6,G20PREDBID,305468
13954442,306,356,18,1,0,0,5,G20PREDBID,305468
13954292,382,398,19,2,0,0,7,G20PREDBID,305468
13954058,114,192,8,4,0,0,1,G20PREDBID,305468
13954425,211,281,10,3,0,0,4,G20PREDBID,305468
13954041,125,80,7,0,0,0,0,G20PREDBID,305468
14441367,30,22,1,0,0,0,0,G20PREDBID,305468
13954309,245,281,13,4,0,0,2,G20PREDBID,305468
13954036,144,164,6,0,0,0,2,G20PREDBID,305468
13958908,0,0,0,0,0,0,0,G20PREDBID,305468
13954537,233,250,12,2,0,1,4,G20PREDBID,305468
13954507,249,326,23,6,1,0,4,G20PREDBID,305468
13958904,0,0,0,0,0,0,0,G20PREDBID,305468
13954471,272,335,19,2,0,1,6,G20PREDBID,305468
13954553,307,266,15,3,0,0,4,G20PREDBID,305468
13954469,350,378,15,6,0,0,2,G20PREDBID,305468
13914035,171,179,5,2,0,1,5,G20PREDBID,305468
13914557,264,323,24,1,3,0,2,G20PREDBID,305468
13914529,182,302,13,1,0,1,6,G20PREDBID,305468
13914034,216,409,13,6,1,0,5,G20PREDBID,305468
13914519,178,289,11,0,0,0,4,G20PREDBID,305468
13914028,201,339,15,4,0,0,2,G20PREDBID,305468
13914573,94,139,6,0,0,0,1,G20PREDBID,305468
13914517,289,551,25,1,0,0,4,G20PREDBID,305468
13911670,149,183,6,5,0,0,1,G20PREDBID,305468
11014027,165,253,7,0,0,0,4,G20PREDBID,305468
10154657,205,139,7,2,0,0,4,G20PREDBID,305468
13911637,246,453,22,1,0,2,1,G20PREDBID,305468
10154560,358,394,14,2,0,0,3,G20PREDBID,305468
13914521,368,483,18,2,1,1,3,G20PREDBID,305468
11014326,124,247,7,1,0,1,2,G20PREDBID,305468
10154551,214,199,10,1,0,0,4,G20PREDBID,305468
13914470,288,375,19,3,0,0,6,G20PREDBID,305468
13951506,281,279,10,2,0,2,3,G20PREDBID,305468
13951188,425,339,24,6,1,0,5,G20PREDBID,305468
13914439,6,8,0,0,0,0,0,G20PREDBID,305468
13951071,305,308,37,2,2,2,8,G20PREDBID,305468
13914416,188,259,7,1,0,0,3,G20PREDBID,305468
13951548,321,310,25,4,0,0,12,G20PREDBID,305468
13951070,256,332,15,3,0,0,3,G20PREDBID,305468
13914270,272,409,15,2,0,1,2,G20PREDBID,305468
13914042,308,494,33,1,0,1,2,G20PREDBID,305468
13914033,172,167,8,0,1,0,2,G20PREDBID,305468
13914264,262,311,21,2,0,0,7,G20PREDBID,305468
13914015,164,306,8,0,0,0,1,G20PREDBID,305468
13951187,392,305,13,9,2,0,8,G20PREDBID,305468
13914053,249,394,14,6,1,0,0,G20PREDBID,305468
13914011,214,345,31,3,1,0,6,G20PREDBID,305468
14451672,320,250,18,9,1,1,2,G20PREDBID,305468
13954013,334,278,13,3,0,1,8,G20PREDBID,305468
13954007,287,211,9,0,0,1,1,G20PREDBID,305468
14451671,270,208,14,1,2,0,3,G20PREDBID,305468
13954003,111,157,6,1,0,0,2,G20PREDBID,305468
14451663,353,336,28,2,0,0,3,G20PREDBID,305468
13954031,242,295,17,4,1,0,3,G20PREDBID,305468
13951781,99,87,4,3,1,0,3,G20PREDBID,305468
13914555,181,260,20,1,1,0,6,G20PREDBID,305468
13914496,81,122,6,0,0,0,1,G20PREDBID,305468
13914433,110,210,10,0,0,0,2,G20PREDBID,305468
13914533,118,186,5,3,0,0,9,G20PREDBID,305468
13914374,331,394,23,3,1,1,3,G20PREDBID,305468
13954005,281,353,18,7,2,0,4,G20PREDBID,305468
13914515,130,226,5,0,1,0,1,G20PREDBID,305468
13914347,193,372,11,3,0,0,2,G20PREDBID,305468
13951653,480,437,32,6,0,0,10,G20PREDBID,305468
13954443,220,279,27,1,3,0,2,G20PREDBID,305468
13954417,182,310,9,1,1,0,6,G20PREDBID,305468
13951587,99,107,4,0,0,0,2,G20PREDBID,305468
13954371,371,443,28,6,1,0,12,G20PREDBID,305468
13951568,379,290,15,1,0,0,5,G20PREDBID,305468
13954454,271,229,15,1,3,0,5,G20PREDBID,305468
13954340,286,326,10,2,0,0,6,G20PREDBID,305468
14451719,345,294,13,2,0,0,5,G20PREDBID,305468
14451673,418,277,20,1,1,0,6,G20PREDBID,305468
14451664,288,278,20,3,0,1,4,G20PREDBID,305468
14451718,366,285,31,2,0,0,3,G20PREDBID,305468
14451649,335,294,25,0,2,0,5,G20PREDBID,305468
13954388,294,331,20,4,0,0,2,G20PREDBID,305468
14451674,312,239,5,2,1,0,7,G20PREDBID,305468
14451625,266,215,13,4,0,0,5,G20PREDBID,305468
10144165,503,220,12,5,0,0,3,G20PREDBID,305468
10154009,246,175,5,2,1,0,2,G20PREDBID,305468
10144715,382,215,16,2,0,0,4,G20PREDBID,305468
10141644,548,197,10,2,0,0,10,G20PREDBID,305468
10144685,506,153,4,0,1,0,5,G20PREDBID,305468
10141612,279,141,8,1,0,0,2,G20PREDBID,305468
10154026,329,272,17,1,0,0,4,G20PREDBID,305468
10144656,611,303,19,7,2,0,10,G20PREDBID,305468
10141607,444,199,13,0,0,0,5,G20PREDBID,305468
10141600,522,251,19,1,1,1,5,G20PREDBID,305468
10141606,306,146,12,1,0,0,6,G20PREDBID,305468
10144691,319,118,8,3,1,0,5,G20PREDBID,305468
10141601,439,169,10,0,0,0,0,G20PREDBID,305468
10144635,306,142,7,2,0,0,2,G20PREDBID,305468
10154435,120,112,4,2,0,0,1,G20PREDBID,305468
10154372,420,344,19,1,0,0,7,G20PREDBID,305468
10144597,201,232,11,2,1,0,7,G20PREDBID,305468
10154334,273,270,10,2,0,0,1,G20PREDBID,305468
10144592,443,309,30,1,0,0,8,G20PREDBID,305468
10154535,201,113,3,1,0,1,2,G20PREDBID,305468
10154333,492,246,15,5,0,0,6,G20PREDBID,305468
10144479,292,149,12,1,0,0,4,G20PREDBID,305468
10144171,177,184,8,1,0,0,0,G20PREDBID,305468
10141613,274,178,4,1,0,0,0,G20PREDBID,305468
10144426,559,274,7,1,0,0,8,G20PREDBID,305468
10141611,305,135,13,2,1,1,7,G20PREDBID,305468
10154369,247,207,10,2,1,1,2,G20PREDBID,305468
10144266,491,221,16,4,1,2,4,G20PREDBID,305468
10141610,331,157,10,1,1,0,2,G20PREDBID,305468
14441302,266,151,9,2,0,0,0,G20PREDBID,305468
13911760,0,1,0,0,0,0,0,G20PREDBID,305468
13911385,314,364,26,5,4,0,7,G20PREDBID,305468
14441301,421,197,5,2,0,1,6,G20PREDBID,305468
11014759,129,217,10,4,0,0,3,G20PREDBID,305468
14414522,234,315,16,0,2,0,7,G20PREDBID,305468
13911778,252,316,25,0,2,0,3,G20PREDBID,305468
11014647,298,414,14,0,0,0,5,G20PREDBID,305468
10144763,456,207,5,4,1,0,6,G20PREDBID,305468
10144639,369,188,9,1,0,0,0,G20PREDBID,305468
10144594,457,319,17,2,1,0,1,G20PREDBID,305468
10144762,630,230,17,2,0,0,0,G20PREDBID,305468
10144581,368,253,7,3,1,0,1,G20PREDBID,305468
13911384,326,344,21,8,1,2,9,G20PREDBID,305468
10144646,383,179,13,2,1,0,4,G20PREDBID,305468
10144559,95,75,5,2,0,0,4,G20PREDBID,305468
11014021,110,133,4,2,0,0,1,G20PREDBID,305468
13914275,281,347,13,4,0,0,10,G20PREDBID,305468
13914211,83,219,7,2,0,0,1,G20PREDBID,305468
11014016,311,503,20,4,0,1,2,G20PREDBID,305468
13914060,133,275,21,0,0,0,1,G20PREDBID,305468
10154579,36,24,3,0,0,0,1,G20PREDBID,305468
13914321,244,314,8,4,1,0,5,G20PREDBID,305468
13914057,301,402,19,4,2,2,5,G20PREDBID,305468
14441472,371,189,17,6,1,0,7,G20PREDBID,305468
14441303,239,143,8,1,0,0,3,G20PREDBID,305468
14428913,0,0,0,0,0,0,0,G20PREDBID,305468
14441377,416,194,3,2,0,3,3,G20PREDBID,305468
14414318,151,209,6,2,0,0,0,G20PREDBID,305468
13914069,213,263,8,1,0,3,5,G20PREDBID,305468
14441304,284,144,2,0,0,0,3,G20PREDBID,305468
14414044,86,115,6,1,0,0,4,G20PREDBID,305468
323,642,504,31,5,0,0,4,G20PREDBID,305468
701,38,88,3,0,0,0,0,G20PREDBID,305468
322,416,284,10,0,0,0,7,G20PREDBID,305468
508,17,18,2,0,0,0,0,G20PREDBID,305468
320,481,315,9,1,0,0,6,G20PREDBID,305468
312,238,128,15,0,0,1,1,G20PREDBID,305468
305,181,137,9,1,0,0,2,G20PREDBID,305468
302,267,167,17,6,0,1,1,G20PREDBID,305468
311,373,270,6,0,2,1,6,G20PREDBID,305468
601,145,190,6,2,2,5,3,G20PREDBID,305468
306,471,152,20,5,5,1,12,G20PREDBID,305468
504,266,310,22,3,0,2,5,G20PREDBID,305468
404,431,461,18,8,2,0,6,G20PREDBID,305468
326,3,0,0,0,0,0,0,G20PREDBID,305468
321,542,391,16,1,0,0,5,G20PREDBID,305468
403,368,348,27,3,9,1,3,G20PREDBID,305468
319,445,358,12,3,1,0,6,G20PREDBID,305468
327,95,87,4,1,0,0,4,G20PREDBID,305468
316,665,501,23,4,1,0,6,G20PREDBID,305468
13951039,85,28,0,2,0,0,1,G20PREDBID,305468
10141608,577,230,20,4,0,1,4,G20PREDBID,305468
10141605,362,145,16,2,0,1,7,G20PREDBID,305468
13918914,0,0,0,0,0,0,0,G20PREDBID,305468
10141603,368,207,19,4,0,1,7,G20PREDBID,305468
13914683,164,202,5,1,1,0,0,G20PREDBID,305468
10141609,495,209,14,5,1,1,2,G20PREDBID,305468
10141602,305,120,5,5,0,0,5,G20PREDBID,305468
505,455,438,18,2,0,0,1,G20PREDBID,305468
502,276,239,14,3,1,1,6,G20PREDBID,305468
901,77,137,4,0,0,2,0,G20PREDBID,305468
408,8,6,4,0,1,0,0,G20PREDBID,305468
10141604,569,320,31,5,1,0,13,G20PREDBID,305468
506,295,213,11,7,1,0,0,G20PREDBID,305468
10141599,451,163,9,6,1,0,5,G20PREDBID,305468
10144484,592,246,13,1,0,0,3,G20PREDBID,305468
10144370,300,323,27,1,0,0,3,G20PREDBID,305468
10141598,412,211,9,2,0,0,1,G20PREDBID,305468
10144330,438,338,15,3,1,0,15,G20PREDBID,305468
10144552,569,216,17,1,3,1,6,G20PREDBID,305468
10144271,386,185,11,0,1,0,0,G20PREDBID,305468
13951431,328,356,25,5,1,1,4,G20PREDBID,305468
13951054,472,339,17,4,0,0,7,G20PREDBID,305468
13918904,0,0,0,0,0,0,0,G20PREDBID,305468
13951322,367,436,40,2,2,0,13,G20PREDBID,305468
13914681,237,344,18,2,0,1,5,G20PREDBID,305468
10144338,583,196,13,2,0,0,4,G20PREDBID,305468
13951055,527,441,22,1,1,0,5,G20PREDBID,305468
13914583,102,84,7,0,3,0,1,G20PREDBID,305468
110,439,557,20,3,0,1,10,G20PREDBID,305468
141,216,212,6,2,0,0,3,G20PREDBID,305468
144,378,316,15,1,1,0,5,G20PREDBID,305468
139,159,328,12,1,0,1,3,G20PREDBID,305468
140,499,583,21,1,0,1,11,G20PREDBID,305468
148,296,369,17,6,0,0,5,G20PREDBID,305468
151,89,143,7,3,1,1,3,G20PREDBID,305468
145,284,527,24,3,1,0,4,G20PREDBID,305468
173,20,12,0,0,0,0,0,G20PREDBID,305468
171,111,147,3,1,0,0,4,G20PREDBID,305468
133,71,85,3,1,1,0,0,G20PREDBID,305468
172,127,192,3,3,0,0,2,G20PREDBID,305468
120,19,47,1,0,0,0,0,G20PREDBID,305468
125,185,242,11,2,0,1,1,G20PREDBID,305468
105,344,313,9,4,1,0,6,G20PREDBID,305468
107,339,461,12,5,1,3,5,G20PREDBID,305468
104,83,79,3,1,1,0,0,G20PREDBID,305468
111,243,537,20,6,1,0,1,G20PREDBID,305468
10154283,373,280,22,0,2,1,2,G20PREDBID,305468
314,598,366,25,9,0,2,7,G20PREDBID,305468
310,340,148,15,5,1,3,4,G20PREDBID,305468
10154273,162,128,6,1,0,0,2,G20PREDBID,305468
308,711,467,22,6,2,0,7,G20PREDBID,305468
10154170,332,199,7,4,0,1,10,G20PREDBID,305468
315,394,247,15,7,1,3,7,G20PREDBID,305468
307,503,190,16,4,1,0,8,G20PREDBID,305468
138,76,77,3,0,0,0,1,G20PREDBID,305468
129,239,181,2,0,1,1,4,G20PREDBID,305468
137,395,697,34,9,0,0,13,G20PREDBID,305468
309,260,149,7,1,1,2,1,G20PREDBID,305468
134,161,125,8,1,1,0,1,G20PREDBID,305468
304,656,490,22,4,1,2,2,G20PREDBID,305468
405,596,653,35,7,3,0,7,G20PREDBID,305468
303,463,299,17,3,1,0,4,G20PREDBID,305468
331,0,4,0,0,0,0,0,G20PREDBID,305468
301,246,157,19,2,0,2,7,G20PREDBID,305468
122,203,278,12,0,0,1,3,G20PREDBID,305468
